open_time,open_time_ms,symbol,timeframe,side,entry,stop_loss,take_profit,exit_price,exit_reason,pnl_pct
2020-01-09 00:00:00,1578528000000,BTC/USDT,1d,long,7818.59,7808.65,7974.9618,7808.65,stop,-0.06
2020-01-21 00:00:00,1579564800000,BTC/USDT,1d,long,8742.43,8596.25,8917.2786,8596.25,stop,-0.84
2020-01-22 00:00:00,1579651200000,BTC/USDT,1d,long,8684.57,8596.25,8858.2614,8596.25,stop,-0.51
2020-01-23 00:00:00,1579737600000,BTC/USDT,1d,long,8409.6,8200.0,8577.792000000001,8577.792000000001,target,1.0
2020-01-26 00:00:00,1579996800000,BTC/USDT,1d,long,8611.21,8596.25,8783.4342,8596.25,stop,-0.09
2020-01-27 00:00:00,1580083200000,BTC/USDT,1d,short,8913.61,8995.0,8735.337800000001,8995.0,stop,-0.46
2020-01-31 00:00:00,1580428800000,BTC/USDT,1d,long,9364.51,8565.0,9551.8002,9551.8002,target,1.0
2020-02-03 00:00:00,1580688000000,BTC/USDT,1d,long,9300.64,9242.0,9486.6528,9242.0,stop,-0.32
2020-02-04 00:00:00,1580774400000,BTC/USDT,1d,long,9198.35,9015.48,9382.317000000001,9382.317000000001,target,1.0
2020-02-10 00:00:00,1581292800000,BTC/USDT,1d,long,9865.56,9550.0,10062.8712,10062.8712,target,1.0
2020-02-15 00:00:00,1581724800000,BTC/USDT,1d,long,9914.99,9750.0,10113.2898,9750.0,stop,-0.83
2020-02-16 00:00:00,1581811200000,BTC/USDT,1d,long,9921.86,9750.0,10120.2972,9750.0,stop,-0.87
2020-02-17 00:00:00,1581897600000,BTC/USDT,1d,long,9716.0,9550.0,9910.32,9910.32,target,1.0
2020-02-18 00:00:00,1581984000000,BTC/USDT,1d,long,10174.32,9750.0,10377.8064,9750.0,stop,-2.09
2020-02-19 00:00:00,1582070400000,BTC/USDT,1d,long,9593.65,9250.0,,9250.0,stop,-3.58
2020-02-25 00:00:00,1582588800000,BTC/USDT,1d,long,9326.0,9105.0,9512.52,9105.0,stop,-1.18
2020-02-26 00:00:00,1582675200000,BTC/USDT,1d,long,8792.22,8585.85,,8585.85,stop,-2.35
2020-02-27 00:00:00,1582761600000,BTC/USDT,1d,long,8828.0,8596.25,,8596.25,stop,-2.63
2020-02-28 00:00:00,1582848000000,BTC/USDT,1d,long,8699.57,8585.85,,8585.85,stop,-1.31
2020-02-29 00:00:00,1582934400000,BTC/USDT,1d,long,8531.98,8326.0,,8326.0,stop,-2.41
2020-03-19 00:00:00,1584576000000,BTC/USDT,1d,short,6159.6,7593.29,5974.812,5974.812,target,0.75
2020-03-20 00:00:00,1584662400000,BTC/USDT,1d,short,6203.77,7593.29,6017.6569,6017.6569,target,0.75
2020-03-21 00:00:00,1584748800000,BTC/USDT,1d,short,6183.69,7593.29,5998.1793,5998.1793,target,0.75
2020-03-22 00:00:00,1584835200000,BTC/USDT,1d,short,5810.17,5954.47,5635.8649,5954.47,stop,-0.62
2020-03-23 00:00:00,1584921600000,BTC/USDT,1d,short,6463.84,7593.29,6269.9248,6269.9248,target,0.75
2020-03-27 00:00:00,1585267200000,BTC/USDT,1d,long,6353.64,5730.35,6544.2492,6544.2492,target,0.75
2020-03-30 00:00:00,1585526400000,BTC/USDT,1d,long,6391.08,5730.35,6582.8124,6582.8124,target,0.75
2020-04-01 00:00:00,1585699200000,BTC/USDT,1d,short,6641.51,6777.5,6442.2647,6777.5,stop,-0.51
2020-04-02 00:00:00,1585785600000,BTC/USDT,1d,short,6791.63,6840.0,6587.8811,6840.0,stop,-0.18
2020-04-03 00:00:00,1585872000000,BTC/USDT,1d,short,6729.8,6777.5,6527.906,6777.5,stop,-0.18
2020-04-04 00:00:00,1585958400000,BTC/USDT,1d,short,6851.1,7593.29,6645.567,6645.567,target,0.75
2020-04-13 00:00:00,1586736000000,BTC/USDT,1d,long,6834.0,6668.02,7039.02,6668.02,stop,-0.61
2020-04-15 00:00:00,1586908800000,BTC/USDT,1d,long,6616.89,6600.0,6815.3967,6600.0,stop,-0.06
2020-04-16 00:00:00,1586995200000,BTC/USDT,1d,short,7098.15,7105.98,6885.205499999999,7105.98,stop,-0.03
2020-04-17 00:00:00,1587081600000,BTC/USDT,1d,long,7022.44,6600.0,7233.1132,7233.1132,target,0.75
2020-04-18 00:00:00,1587168000000,BTC/USDT,1d,short,7242.42,7417.83,7025.1474,7025.1474,target,0.75
2020-04-20 00:00:00,1587340800000,BTC/USDT,1d,long,6825.29,6602.59,6961.7958,6961.7958,target,1.0
2020-04-22 00:00:00,1587513600000,BTC/USDT,1d,long,7120.06,6981.0,7262.461200000001,7262.461200000001,target,1.0
2020-04-26 00:00:00,1587859200000,BTC/USDT,1d,short,7694.17,7988.0,7540.2866,7988.0,stop,-1.91
2020-05-09 00:00:00,1588982400000,BTC/USDT,1d,long,9550.67,9405.0,,9405.0,stop,-1.53
2020-05-10 00:00:00,1589068800000,BTC/USDT,1d,long,8719.53,8526.0,,8526.0,stop,-2.22
2020-05-11 00:00:00,1589155200000,BTC/USDT,1d,long,8561.09,8526.0,,8526.0,stop,-0.41
2020-05-12 00:00:00,1589241600000,BTC/USDT,1d,long,8808.71,8526.0,,66937.1,end,659.9
