open_time,open_time_ms,symbol,timeframe,side,entry,stop_loss,take_profit,exit_price,exit_reason,pnl_pct
2020-01-01 18:00:00,1577901600000,ETH/USDT,1h,long,131.94,131.18,134.5788,131.18,stop,-0.29
2020-01-01 22:00:00,1577916000000,ETH/USDT,1h,long,130.21,130.01,132.8142,130.01,stop,-0.08
2020-01-01 23:00:00,1577919600000,ETH/USDT,1h,long,130.62,130.5,133.2324,130.5,stop,-0.05
2020-01-02 00:00:00,1577923200000,ETH/USDT,1h,long,130.6,130.5,133.212,130.5,stop,-0.04
2020-01-02 01:00:00,1577926800000,ETH/USDT,1h,long,130.17,130.01,132.77339999999998,130.01,stop,-0.06
2020-01-02 08:00:00,1577952000000,ETH/USDT,1h,long,130.14,130.01,132.7428,130.01,stop,-0.05
2020-01-02 09:00:00,1577955600000,ETH/USDT,1h,long,129.96,129.75,132.5592,129.75,stop,-0.08
2020-01-02 12:00:00,1577966400000,ETH/USDT,1h,long,129.88,129.75,132.4776,129.75,stop,-0.05
2020-01-02 21:00:00,1577998800000,ETH/USDT,1h,short,127.65,129.26,125.09700000000001,129.26,stop,-0.63
2020-01-03 04:00:00,1578024000000,ETH/USDT,1h,short,129.23,129.87,125.35309999999998,129.87,stop,-0.12
2020-01-03 05:00:00,1578027600000,ETH/USDT,1h,short,129.18,129.87,125.30460000000001,129.87,stop,-0.13
2020-01-03 08:00:00,1578038400000,ETH/USDT,1h,short,132.11,132.18,128.1467,132.18,stop,-0.01
2020-01-03 10:00:00,1578045600000,ETH/USDT,1h,short,132.0,132.18,128.04,132.18,stop,-0.03
2020-01-03 12:00:00,1578052800000,ETH/USDT,1h,short,132.19,132.25,128.2243,132.25,stop,-0.01
2020-01-03 14:00:00,1578060000000,ETH/USDT,1h,long,131.59,131.18,135.5377,135.5377,target,0.75
2020-01-04 18:00:00,1578160800000,ETH/USDT,1h,long,133.45,132.41,136.119,136.119,target,1.0
2020-01-05 21:00:00,1578258000000,ETH/USDT,1h,long,135.31,135.18,,135.18,stop,-0.1
2020-01-05 22:00:00,1578261600000,ETH/USDT,1h,long,134.97,134.63,,134.63,stop,-0.25
2020-01-05 23:00:00,1578265200000,ETH/USDT,1h,long,135.33,135.18,,135.18,stop,-0.11
2020-01-06 00:00:00,1578268800000,ETH/USDT,1h,long,135.63,135.46,,135.46,stop,-0.13
2020-01-06 13:00:00,1578315600000,ETH/USDT,1h,long,140.13,138.72,,138.72,stop,-1.01
2020-01-07 16:00:00,1578412800000,ETH/USDT,1h,long,141.28,140.62,,140.62,stop,-0.47
2020-01-08 15:00:00,1578495600000,ETH/USDT,1h,long,141.47,141.32,,141.32,stop,-0.11
2020-01-08 16:00:00,1578499200000,ETH/USDT,1h,long,138.9,138.78,,138.78,stop,-0.09
2020-01-08 17:00:00,1578502800000,ETH/USDT,1h,long,138.77,138.7,,138.7,stop,-0.05
2020-01-08 18:00:00,1578506400000,ETH/USDT,1h,long,139.4,138.78,,138.78,stop,-0.44
2020-01-08 20:00:00,1578513600000,ETH/USDT,1h,long,139.17,138.78,143.3451,138.78,stop,-0.07
2020-01-08 21:00:00,1578517200000,ETH/USDT,1h,long,139.19,138.78,143.3657,138.78,stop,-0.07
2020-01-08 22:00:00,1578520800000,ETH/USDT,1h,long,140.45,138.78,144.6635,138.78,stop,-0.3
2020-01-09 05:00:00,1578546000000,ETH/USDT,1h,long,139.12,138.61,143.2936,138.61,stop,-0.09
2020-01-09 09:00:00,1578560400000,ETH/USDT,1h,long,138.24,137.9,142.3872,137.9,stop,-0.06
2020-01-09 10:00:00,1578564000000,ETH/USDT,1h,long,138.82,138.61,142.9846,138.61,stop,-0.04
2020-01-09 11:00:00,1578567600000,ETH/USDT,1h,long,138.21,137.9,142.3563,137.9,stop,-0.06
2020-01-09 12:00:00,1578571200000,ETH/USDT,1h,long,138.48,137.9,142.6344,137.9,stop,-0.1
2020-01-09 14:00:00,1578578400000,ETH/USDT,1h,long,137.77,137.63,141.90310000000002,137.63,stop,-0.03
2020-01-09 19:00:00,1578596400000,ETH/USDT,1h,long,137.53,137.15,141.6559,137.15,stop,-0.07
