date,open,high,low,close,volume,quote_volume,oi_btc,funding_mean,funding_sum,bn_oi_usd,bn_oi_btc,oi_usd,usdt_d,usdt_mcap,total_mcap,btc_dominance,usdt_d_source
2022-01-01 00:00:00,3676.01,3730.0,3676.01,3721.67,45835.92,169820419.78373,72537.34,0.0001,0.0001,,,269960042.1578,4.241718142190379,79326554298.0,1870151472559.5745,,proxy_calibrated
2022-01-01 01:00:00,3721.67,3747.78,3712.65,3723.71,39219.106,146317257.35853,72384.37,0.0001,0.0002,,,269538402.4127,4.241718142190379,79326554298.0,1870151472559.5745,,proxy_calibrated
2022-01-01 02:00:00,3723.72,3735.42,3721.15,3727.03,18603.21,69356266.2882,72720.92,0.0001,0.00030000000000000003,,,271033050.4676,4.241718142190379,79326554298.0,1870151472559.5745,,proxy_calibrated
2022-01-01 03:00:00,3727.04,3734.62,3720.56,3722.07,12613.551,47009203.13306,72761.77,0.0001,0.0004,,,270824401.26390004,4.241718142190379,79326554298.0,1870151472559.5745,,proxy_calibrated
2022-01-01 04:00:00,3722.07,3726.63,3706.0,3707.3,27995.465,104004302.69468,73163.1,0.0001,0.0005,,,271237560.63000005,4.241718142190379,79326554298.0,1870151472559.5745,,proxy_calibrated
2022-01-01 05:00:00,3707.29,3764.03,3702.33,3735.39,55353.713,206971659.79946,73267.22,0.0001,0.0006000000000000001,,,273681640.9158,4.241718142190379,79326554298.0,1870151472559.5745,,proxy_calibrated
2022-01-01 06:00:00,3735.39,3742.43,3706.8,3710.97,26952.406,100398566.08435,73237.59,0.0001,0.0007,,,271782499.3623,4.241718142190379,79326554298.0,1870151472559.5745,,proxy_calibrated
2022-01-01 07:00:00,3710.97,3724.63,3701.16,3714.77,31352.936,116396796.15125,73187.49,0.0001,0.0008,,,271874692.22730005,4.241718142190379,79326554298.0,1870151472559.5745,,proxy_calibrated
2022-01-01 08:00:00,3714.77,3733.33,3707.51,3720.98,30348.481,112966440.28661,73472.47,0.0001,0.0009000000000000001,,,273389591.4206,4.241718142190379,79326554298.0,1870151472559.5745,,proxy_calibrated
2022-01-01 09:00:00,3720.98,3729.88,3707.59,3717.47,23029.992,85657536.03476,73026.1,0.0001,0.001,,,271472335.967,4.241718142190379,79326554298.0,1870151472559.5745,,proxy_calibrated
2022-01-01 10:00:00,3717.46,3731.7,3671.86,3690.72,69973.149,258761959.34217,72957.55,0.0001,0.0011,,,269265888.936,4.241718142190379,79326554298.0,1870151472559.5745,,proxy_calibrated
2022-01-01 11:00:00,3690.76,3711.62,3690.22,3692.08,27432.057,101531096.38236,73240.82,0.0001,0.0012000000000000001,,,270410966.7056,4.241718142190379,79326554298.0,1870151472559.5745,,proxy_calibrated
2022-01-01 12:00:00,3692.09,3718.0,3692.08,3715.15,24025.198,89069708.00853,73064.06,0.0001,0.0013000000000000002,,,271443942.509,4.241718142190379,79326554298.0,1870151472559.5745,,proxy_calibrated
