date,open,high,low,close,volume,quote_volume
2022-01-01 00:00:00,3676.01,3747.78,3676.01,3722.07,116271.787,432503146.56352
2022-01-01 04:00:00,3722.07,3764.03,3701.16,3714.77,141654.52,527771324.72974
2022-01-01 08:00:00,3714.77,3733.33,3671.86,3692.08,150783.679,558917032.0459
2022-01-01 12:00:00,3692.09,3744.99,3690.78,3723.98,126802.578,471170527.41897
2022-01-01 16:00:00,3723.98,3765.0,3716.43,3745.22,121449.659,454626953.23071
2022-01-01 20:00:00,3745.22,3776.33,3737.41,3763.06,98657.57,370662925.35455
2022-01-02 00:00:00,3763.05,3770.0,3740.03,3756.54,73133.431,274494725.2171
2022-01-02 04:00:00,3756.64,3759.75,3714.48,3745.52,92299.056,344848182.15747
2022-01-02 08:00:00,3745.53,3769.25,3730.5,3742.48,80636.325,302293241.61414
2022-01-02 12:00:00,3742.46,3790.43,3728.2,3776.17,118529.543,445198228.90857
2022-01-02 16:00:00,3776.18,3860.0,3770.56,3797.01,293953.888,1120631929.1336
2022-01-02 20:00:00,3797.01,3838.25,3792.09,3826.21,81527.187,311191369.13333
2022-01-03 00:00:00,3826.1,3826.97,3772.85,3784.1,115349.784,438257631.81552
2022-01-03 04:00:00,3784.1,3821.99,3778.25,3806.97,85813.346,326393982.51282
2022-01-03 08:00:00,3806.96,3844.67,3790.01,3832.51,132361.771,505495822.82
2022-01-03 12:00:00,3832.51,3850.0,3775.0,3782.3,218422.155,832849505.02811
2022-01-03 16:00:00,3782.29,3792.81,3732.2,3737.57,219012.898,822427471.2097
2022-01-03 20:00:00,3737.45,3775.86,3680.0,3764.07,228919.399,852296750.5869
2022-01-04 00:00:00,3764.07,3772.0,3711.0,3742.67,123831.971,463213362.19473
2022-01-04 04:00:00,3742.66,3763.18,3726.45,3761.92,100104.249,374976707.6083
2022-01-04 08:00:00,3761.91,3840.72,3755.23,3836.19,236747.954,899294301.28927
2022-01-04 12:00:00,3836.19,3893.19,3815.0,3849.02,291036.175,1122179348.27076
2022-01-04 16:00:00,3849.02,3863.82,3756.71,3812.0,367061.077,1401330286.42654
2022-01-04 20:00:00,3812.0,3833.39,3784.1,3785.6,134999.264,514540408.49852
2022-01-05 00:00:00,3785.6,3827.0,3767.0,3808.7,117269.804,445552566.54102
2022-01-05 04:00:00,3808.67,3822.63,3797.0,3816.32,70794.241,269748281.21732
2022-01-05 08:00:00,3816.32,3847.18,3780.01,3790.85,169165.759,645249967.99484
2022-01-05 12:00:00,3790.86,3833.55,3762.42,3819.25,252397.39,959351922.17205
2022-01-05 16:00:00,3819.25,3821.7,3638.0,3653.62,416255.283,1551971343.30609
2022-01-05 20:00:00,3653.54,3663.56,3405.0,3537.71,788099.471,2803218460.54385
2022-01-06 00:00:00,3537.81,3549.11,3443.57,3447.77,267095.835,937057396.24996
2022-01-06 04:00:00,3448.0,3478.65,3405.42,3452.21,323223.064,1113507820.90283
2022-01-06 08:00:00,3452.2,3454.95,3292.31,3347.99,550831.824,1851250437.43922
2022-01-06 12:00:00,3347.99,3423.84,3316.1,3394.68,355332.123,1199932506.62303
2022-01-06 16:00:00,3394.41,3458.3,3380.77,3444.64,224024.638,766379219.93827
2022-01-06 20:00:00,3444.64,3456.63,3403.37,3404.6,119981.864,411049905.00416
2022-01-07 00:00:00,3404.61,3415.35,3220.29,3238.05,406671.912,1348980258.42311
2022-01-07 04:00:00,3238.05,3251.04,3112.5,3201.99,760873.51,2423258289.27667
2022-01-07 08:00:00,3202.0,3294.84,3188.12,3225.08,384640.522,1245427797.74109
2022-01-07 12:00:00,3225.07,3268.89,3040.77,3130.02,707967.478,2248249011.9504
2022-01-07 16:00:00,3130.13,3224.0,3087.62,3195.96,431165.505,1365940021.08344
