date,open,high,low,close,volume,quote_volume
2024-03-26,69920.6,71649.0,69320.0,70044.1,307861.116,21669886112.75456
2024-03-27,70044.2,71888.0,68364.8,69532.6,407286.574,28455795608.20996
2024-03-28,69532.6,71636.2,68941.0,70838.7,241970.822,17082567361.70556
2024-03-29,70838.8,70976.9,69000.0,69903.6,187970.841,13153542392.49107
2024-03-30,69903.6,70388.0,69577.2,69642.1,91126.75,6381178971.24793
2024-03-31,69642.0,71495.5,69608.0,71363.0,132458.79,9355678962.74715
2024-04-01,71363.0,71388.0,68103.3,69700.0,282812.126,19638685563.10507
2024-04-02,69700.0,69731.6,64603.2,65505.3,499041.572,33033080048.77764
2024-04-03,65502.4,66940.0,64500.0,65971.9,275041.23,18154927438.74836
2024-04-04,65971.8,69329.7,65100.0,68489.9,326385.338,21993168904.27893
2024-04-05,68489.8,68787.1,65966.0,67825.7,313547.293,21110165189.20931
2024-04-06,67825.8,69708.0,67450.0,68901.6,127343.726,8691055181.73954
2024-04-07,68901.5,70395.0,68820.6,69362.7,171783.436,11941226271.93175
2024-04-08,69362.7,72890.4,69040.4,71678.4,297237.449,21244762968.03559
2024-04-09,71678.3,71820.6,68216.0,69189.3,334059.403,23375265337.43875
2024-04-10,69189.2,71412.2,67546.2,70681.7,337774.756,23325641513.82547
2024-04-11,70681.8,71387.4,69592.6,70055.7,256194.153,18046895525.55698
2024-04-12,70055.6,71297.0,65102.0,67136.4,415528.149,28466614548.62947
2024-04-13,67136.4,67975.4,59652.5,63939.7,515005.203,33367903479.68061
2024-04-14,63939.7,65822.1,62139.3,65615.9,395770.133,25338078893.58177
2024-04-15,65615.9,66874.9,62242.5,63392.7,381532.225,24677843958.38368
2024-04-16,63392.8,64356.3,61521.0,63765.0,405931.439,25471361626.3662
2024-04-17,63764.9,64483.3,59625.0,61254.5,444032.992,27402345105.77818
2024-04-18,61254.5,64100.0,60763.8,63445.0,363302.394,22708533755.01486
2024-04-19,63445.0,65480.0,59541.0,63787.4,574264.058,36332133260.93782
2024-04-20,63787.4,65400.0,63045.1,64897.2,197142.262,12657413510.99301
2024-04-21,64897.2,65678.7,64214.2,64912.6,160533.948,10421155519.373
2024-04-22,64912.7,67222.0,64470.5,66778.0,246268.411,16249055489.46204
2024-04-23,66777.9,67158.9,65750.0,66386.3,178665.564,11872124257.8761
2024-04-24,66386.2,67068.2,63575.0,64250.0,280545.061,18306883252.6262
2024-04-25,64250.0,65270.6,62721.3,64478.8,275211.062,17615966077.8484
2024-04-26,64478.8,64783.1,63291.5,63748.8,202149.813,12953589145.9185
2024-04-27,63748.7,63901.4,62332.8,63421.0,167349.109,10551185173.9539
2024-04-28,63420.9,64350.0,62700.0,63088.3,126056.151,8016661482.1787
