entry_date,exit_date,side,entry,exit,pnl_pct,r_multiple,hold_bars,hold_days,reason
2022-02-15 20:00,2022-02-16 12:00,long,3108.75,3062.12,-1.54,-1.027,5,0.833,sl
2022-02-22 00:00,2022-02-22 00:00,short,2566.88,2605.38,-1.518,-1.012,1,0.167,sl
2022-02-23 00:00,2022-02-23 04:00,short,2635.57,2675.1,-1.518,-1.012,2,0.333,sl
2022-03-05 00:00,2022-03-05 12:00,short,2620.25,2659.55,-1.518,-1.012,4,0.667,sl
2022-03-06 20:00,2022-03-07 08:00,short,2606.08,2501.84,4.127,2.751,4,0.667,tp
2022-03-13 16:00,2022-03-15 16:00,short,2578.29,2616.96,-1.518,-1.012,13,2.167,sl
2022-04-11 20:00,2022-04-12 12:00,short,3002.9,3047.94,-1.518,-1.012,5,0.833,sl
2022-04-30 00:00,2022-05-02 04:00,short,2815.38,2857.61,-1.518,-1.012,14,2.333,sl
2022-05-03 12:00,2022-05-04 08:00,short,2847.8,2890.52,-1.518,-1.012,6,1.0,sl
2022-05-08 08:00,2022-05-09 00:00,short,2555.1,2452.9,4.127,2.751,5,0.833,tp
2022-05-14 04:00,2022-05-14 08:00,short,2053.62,1971.48,4.127,2.751,2,0.333,tp
2022-05-14 20:00,2022-05-14 20:00,short,1995.17,2025.1,-1.518,-1.012,1,0.167,sl
2022-05-16 04:00,2022-05-16 04:00,short,2075.63,1992.6,4.127,2.751,1,0.167,tp
2022-05-16 12:00,2022-05-16 12:00,short,2030.24,2060.69,-1.518,-1.012,1,0.167,sl
2022-05-27 08:00,2022-05-27 12:00,short,1764.11,1790.57,-1.518,-1.012,2,0.333,sl
2022-06-03 16:00,2022-06-03 20:00,short,1762.52,1788.96,-1.518,-1.012,2,0.333,sl
2022-06-09 08:00,2022-06-10 12:00,short,1811.72,1739.25,4.127,2.751,8,1.333,tp
2022-06-19 20:00,2022-06-19 20:00,short,1099.72,1116.22,-1.518,-1.012,1,0.167,sl
2022-06-20 04:00,2022-06-20 08:00,short,1079.1,1095.29,-1.518,-1.012,2,0.333,sl
2022-06-20 20:00,2022-06-20 20:00,short,1105.8,1122.39,-1.518,-1.012,1,0.167,sl
2022-06-21 04:00,2022-06-21 04:00,short,1130.4,1147.36,-1.518,-1.012,1,0.167,sl
2022-06-30 08:00,2022-06-30 08:00,short,1056.82,1014.55,4.127,2.751,1,0.167,tp
2022-07-12 04:00,2022-07-12 16:00,short,1085.66,1042.23,4.127,2.751,4,0.667,tp
2022-08-07 12:00,2022-08-08 08:00,long,1691.5,1759.16,3.96,2.64,6,1.0,tp
2022-08-10 12:00,2022-08-10 12:00,long,1706.01,1774.25,3.96,2.64,1,0.167,tp
2022-08-13 20:00,2022-08-14 16:00,long,1974.24,1944.63,-1.54,-1.027,6,1.0,sl
2022-08-22 12:00,2022-08-22 12:00,short,1567.19,1590.7,-1.518,-1.012,1,0.167,sl
2022-08-22 20:00,2022-08-22 20:00,short,1567.2,1590.71,-1.518,-1.012,1,0.167,sl
2022-08-23 04:00,2022-08-23 12:00,short,1608.54,1632.67,-1.518,-1.012,3,0.5,sl
2022-09-10 00:00,2022-09-10 20:00,long,1717.49,1786.19,3.96,2.64,6,1.0,tp
2022-09-11 08:00,2022-09-11 20:00,long,1760.5,1734.09,-1.54,-1.027,4,0.667,sl
2022-09-16 04:00,2022-09-16 16:00,short,1472.61,1413.71,4.127,2.751,4,0.667,tp
2022-09-17 00:00,2022-09-17 00:00,short,1433.58,1455.08,-1.518,-1.012,1,0.167,sl
2022-09-17 08:00,2022-09-17 16:00,short,1431.81,1453.29,-1.518,-1.012,3,0.5,sl
2022-09-18 00:00,2022-09-18 12:00,short,1467.96,1409.24,4.127,2.751,4,0.667,tp
2022-09-18 20:00,2022-09-18 20:00,short,1379.85,1324.66,4.127,2.751,1,0.167,tp
2022-09-19 12:00,2022-09-19 12:00,short,1307.13,1326.74,-1.518,-1.012,1,0.167,sl
2022-09-20 20:00,2022-09-21 16:00,short,1351.21,1371.48,-1.518,-1.012,6,1.0,sl
2022-09-26 00:00,2022-09-26 00:00,short,1293.98,1313.39,-1.518,-1.012,1,0.167,sl
2022-09-26 08:00,2022-09-26 08:00,short,1294.8,1314.22,-1.518,-1.012,1,0.167,sl
2022-09-26 20:00,2022-09-27 00:00,short,1329.62,1349.56,-1.518,-1.012,2,0.333,sl
2022-09-27 20:00,2022-09-28 00:00,short,1323.76,1270.81,4.127,2.751,2,0.333,tp
2022-10-02 20:00,2022-10-03 12:00,short,1304.1,1323.66,-1.518,-1.012,5,0.833,sl
2022-10-09 00:00,2022-10-10 00:00,short,1314.75,1334.47,-1.518,-1.012,7,1.167,sl
2022-10-10 08:00,2022-10-13 08:00,short,1316.23,1263.58,4.127,2.751,19,3.167,tp
2022-10-15 08:00,2022-10-16 20:00,short,1294.26,1313.67,-1.518,-1.012,10,1.667,sl
2022-10-20 12:00,2022-10-22 16:00,short,1299.02,1318.51,-1.518,-1.012,14,2.333,sl
2022-10-25 04:00,2022-10-25 12:00,long,1347.06,1400.94,3.96,2.64,3,0.5,tp
2022-10-26 12:00,2022-10-26 12:00,long,1528.13,1589.26,3.96,2.64,1,0.167,tp
2022-11-15 16:00,2022-11-16 12:00,short,1263.46,1212.92,4.127,2.751,6,1.0,tp
2022-11-19 04:00,2022-11-19 20:00,short,1208.04,1226.16,-1.518,-1.012,5,0.833,sl
2022-11-21 20:00,2022-11-21 20:00,short,1090.48,1106.84,-1.518,-1.012,1,0.167,sl
2022-11-22 20:00,2022-11-23 00:00,short,1126.98,1143.88,-1.518,-1.012,2,0.333,sl
2022-12-28 04:00,2023-01-01 00:00,short,1197.01,1194.05,0.208,0.139,24,4.0,time
2023-01-08 04:00,2023-01-09 00:00,long,1262.36,1312.85,3.96,2.64,6,1.0,tp
2023-01-11 20:00,2023-01-11 20:00,long,1342.46,1396.16,3.96,2.64,1,0.167,tp
2023-03-08 08:00,2023-03-09 16:00,short,1550.52,1488.5,4.127,2.751,9,1.5,tp
2023-03-23 04:00,2023-03-23 12:00,long,1736.43,1805.89,3.96,2.64,3,0.5,tp
2023-04-10 12:00,2023-04-11 00:00,long,1857.17,1931.46,3.96,2.64,4,0.667,tp
2023-04-24 04:00,2023-04-26 08:00,short,1867.36,1895.37,-1.518,-1.012,14,2.333,sl
2023-05-17 04:00,2023-05-21 00:00,short,1822.8,1817.06,0.276,0.184,24,4.0,time
2023-05-28 04:00,2023-05-28 20:00,long,1850.0,1924.0,3.96,2.64,5,0.833,tp
