date,open,high,low,close
2001-08-17,275.20001220703125,279.29998779296875,273.20001220703125,279.29998779296875
2001-08-24,277.20001220703125,277.20001220703125,272.5,272.5
2001-08-31,272.5,275.3999938964844,272.29998779296875,274.3999938964844
2001-09-07,271.6000061035156,273.1000061035156,271.6000061035156,273.1000061035156
2001-09-14,271.6000061035156,290.20001220703125,271.6000061035156,290.20001220703125
2001-09-21,289.79998779296875,291.8999938964844,288.1000061035156,291.8999938964844
2001-09-28,289.79998779296875,294.0,289.0,292.3999938964844
2001-10-05,291.79998779296875,292.8999938964844,289.8999938964844,291.3999938964844
2001-10-12,292.0,292.70001220703125,280.5,284.8999938964844
2001-10-19,282.70001220703125,283.3999938964844,279.0,280.1000061035156
2001-10-26,275.5,277.8999938964844,275.5,277.8999938964844
2001-11-02,278.5,281.20001220703125,278.5,279.79998779296875
2001-11-09,278.5,281.0,276.79998779296875,277.3999938964844
2001-11-16,278.29998779296875,278.29998779296875,274.70001220703125,274.70001220703125
2001-11-23,272.70001220703125,273.0,272.70001220703125,272.8999938964844
2001-11-30,272.29998779296875,275.5,272.29998779296875,273.8999938964844
2001-12-07,273.5,277.5,273.0,273.8999938964844
2001-12-14,272.5,278.5,271.20001220703125,278.0
2001-12-21,278.20001220703125,281.29998779296875,275.5,278.0
2001-12-28,278.29998779296875,280.8999938964844,276.5,276.5
2002-01-04,276.79998779296875,278.8999938964844,276.79998779296875,278.8999938964844
2002-01-11,278.6000061035156,287.3999938964844,278.6000061035156,287.3999938964844
2002-01-18,285.3999938964844,287.29998779296875,283.1000061035156,283.1000061035156
2002-01-25,281.5,281.5,278.1000061035156,278.79998779296875
2002-02-01,278.29998779296875,287.5,278.29998779296875,286.0
2002-02-08,286.0,308.0,285.3999938964844,303.5
2002-02-15,303.5,303.5,296.70001220703125,298.3999938964844
2002-02-22,297.0,297.29998779296875,290.79998779296875,293.20001220703125
2002-03-01,292.70001220703125,298.0,291.5,298.0
2002-03-08,296.70001220703125,298.0,290.1000061035156,290.1000061035156
2002-03-15,291.1000061035156,293.6000061035156,289.8999938964844,289.8999938964844
2002-03-22,292.1000061035156,297.29998779296875,292.1000061035156,297.29998779296875
2002-03-29,297.3999938964844,304.5,296.29998779296875,302.6000061035156
2002-04-05,302.6000061035156,306.79998779296875,298.70001220703125,300.1000061035156
2002-04-12,299.0,303.20001220703125,297.70001220703125,302.1000061035156
2002-04-19,303.29998779296875,306.0,297.5,302.29998779296875
2002-04-26,304.1000061035156,312.5,302.79998779296875,311.6000061035156
2002-05-03,311.20001220703125,312.20001220703125,308.29998779296875,312.20001220703125
2002-05-10,311.20001220703125,311.6000061035156,307.5,311.0
2002-05-17,311.0,311.0,306.79998779296875,310.6000061035156
2002-05-24,315.70001220703125,322.5,315.70001220703125,320.3999938964844
2002-05-31,323.8999938964844,329.0,323.5,326.5
2002-06-07,326.6000061035156,330.29998779296875,320.1000061035156,324.6000061035156
2002-06-14,323.0,323.8999938964844,316.0,319.1000061035156
2002-06-21,318.0,325.20001220703125,317.0,324.6000061035156
2002-06-28,326.5,327.29998779296875,313.5,313.5
2002-07-05,314.0,315.29998779296875,310.8999938964844,310.8999938964844
2002-07-12,313.29998779296875,317.20001220703125,312.1000061035156,315.6000061035156
2002-07-19,320.5,323.8999938964844,317.0,323.8999938964844
2002-07-26,323.6000061035156,323.6000061035156,303.3999938964844,303.3999938964844
2002-08-02,302.5,307.8999938964844,298.0,307.0
2002-08-09,307.5,315.5,304.79998779296875,314.20001220703125
2002-08-16,313.79998779296875,318.0,311.0,313.70001220703125
2002-08-23,313.1000061035156,313.1000061035156,304.8999938964844,306.70001220703125
2002-08-30,310.5,312.8999938964844,308.5,312.3999938964844
2002-09-06,312.5,320.0,312.5,319.8999938964844
2002-09-13,321.29998779296875,321.29998779296875,316.6000061035156,316.6000061035156
2002-09-20,317.1000061035156,322.6000061035156,317.0,321.8999938964844
2002-09-27,323.0,325.8999938964844,319.0,319.70001220703125
2002-10-04,320.70001220703125,324.20001220703125,319.6000061035156,322.1000061035156
2002-10-11,322.0,322.20001220703125,316.29998779296875,316.29998779296875
2002-10-18,318.0,318.0,311.5,312.70001220703125
2002-10-25,310.8999938964844,314.0,309.79998779296875,313.3999938964844
2002-11-01,314.0,318.79998779296875,314.0,318.79998779296875
2002-11-08,318.29998779296875,321.5,317.5,321.29998779296875
2002-11-15,321.20001220703125,324.5,317.5,320.70001220703125
2002-11-22,319.20001220703125,320.70001220703125,317.20001220703125,320.70001220703125
2002-11-29,316.5,318.8999938964844,316.5,316.79998779296875
2002-12-06,318.1000061035156,328.0,315.5,326.29998779296875
2002-12-13,325.70001220703125,336.0,323.0,333.20001220703125
2002-12-20,334.0,349.20001220703125,332.5,340.5
2002-12-27,344.5,350.5,342.0,349.20001220703125
2003-01-03,350.3999938964844,351.20001220703125,341.0,351.20001220703125
2003-01-10,351.70001220703125,354.5,346.29998779296875,354.5
2003-01-17,352.0,357.70001220703125,350.0,356.6000061035156
2003-01-24,357.29998779296875,368.2000122070313,356.20001220703125,368.2000122070313
2003-01-31,371.0,372.0,362.6000061035156,368.2999877929687
2003-02-07,368.0,388.8999938964844,367.5,369.8999938964844
2003-02-14,370.3999938964844,372.0,349.0,351.8999938964844
2003-02-21,347.79998779296875,355.0,342.0,351.79998779296875
2003-02-28,353.8999938964844,359.0,346.1000061035156,350.20001220703125
2003-03-07,349.20001220703125,356.79998779296875,349.20001220703125,350.79998779296875
2003-03-14,354.70001220703125,354.70001220703125,335.8999938964844,336.5
2003-03-21,343.0,343.0,326.0,326.0
2003-03-28,329.5,331.5,328.3999938964844,328.70001220703125
2003-04-04,331.6000061035156,338.3999938964844,323.0,325.29998779296875
2003-04-11,321.0,327.8999938964844,319.29998779296875,327.8999938964844
2003-04-18,325.6000061035156,328.29998779296875,322.5,327.20001220703125
2003-04-25,329.70001220703125,336.5,329.5,333.3999938964844
2003-05-02,335.0,342.20001220703125,333.0,341.0
2003-05-09,342.29998779296875,348.20001220703125,342.1000061035156,348.6000061035156
2003-05-16,351.6000061035156,352.70001220703125,350.0,354.70001220703125
2003-05-23,364.2000122070313,368.7999877929687,364.2000122070313,368.7999877929687
2003-05-30,367.7999877929687,370.0,358.6000061035156,364.5
2003-06-06,360.0,370.0,360.0,363.7000122070313
2003-06-13,362.7999877929687,366.1000061035156,351.0,356.6000061035156
2003-06-20,359.1000061035156,365.0,356.0,356.29998779296875
2003-06-27,355.8999938964844,357.29998779296875,343.3999938964844,345.20001220703125
2003-07-04,345.29998779296875,351.3999938964844,345.29998779296875,351.0
2003-07-11,351.0,351.0,343.6000061035156,344.79998779296875
2003-07-18,344.5,347.70001220703125,342.1000061035156,347.20001220703125
2003-07-25,350.8999938964844,362.7000122070313,350.6000061035156,362.7000122070313
2003-08-01,362.7000122070313,364.7999877929687,346.0,346.1000061035156
2003-08-08,346.5,357.5,346.29998779296875,356.29998779296875
2003-08-15,359.6000061035156,366.0,357.20001220703125,363.2000122070313
2003-08-22,360.0,367.0,357.0,363.1000061035156
2003-08-29,364.0,375.0,361.0,375.7000122070313
2003-09-05,375.0,377.6000061035156,372.8999938964844,377.6000061035156
2003-09-12,375.1000061035156,381.7000122070313,375.1000061035156,375.7999877929687
2003-09-19,375.3999938964844,381.7999877929687,373.5,381.7999877929687
2003-09-26,387.2000122070313,387.5,380.7999877929687,380.7999877929687
2003-10-03,381.0,388.7000122070313,368.0,369.3999938964844
2003-10-10,371.5,377.7999877929687,369.0,373.6000061035156
2003-10-17,371.2999877929687,375.7999877929687,369.5,371.7999877929687
2003-10-24,373.5,394.0,373.0,388.8999938964844
2003-10-31,387.7999877929687,389.0,380.7999877929687,384.5
2003-11-07,382.7999877929687,383.2999877929687,377.0,383.2999877929687
2003-11-14,386.6000061035156,397.7999877929687,386.6000061035156,397.7999877929687
2003-11-21,397.6000061035156,398.0,393.7000122070313,396.0
2003-11-28,391.5,402.0,389.5,396.7999877929687
2003-12-05,397.2000122070313,406.7999877929687,397.0,406.3999938964844
2003-12-12,409.0,412.0,402.7000122070313,409.3999938964844
2003-12-19,401.6000061035156,413.2000122070313,401.6000061035156,409.2000122070313
2003-12-26,409.6000061035156,413.2000122070313,409.6000061035156,412.2999877929687
2004-01-02,414.1000061035156,417.2000122070313,413.0,415.7000122070313
2004-01-09,415.7000122070313,424.2999877929687,422.0,426.3999938964844
2004-01-16,425.7999877929687,428.2000122070313,408.2999877929687,406.7000122070313
2004-01-23,406.7000122070313,412.6000061035156,406.7000122070313,407.8999938964844
2004-01-30,406.6000061035156,414.5,396.5,402.2000122070313
2004-02-06,403.0,407.0,394.0,403.6000061035156
2004-02-13,403.7999877929687,416.0,403.7999877929687,410.2999877929687
2004-02-20,414.0,415.3999938964844,395.0,397.5
2004-02-27,399.0,404.7999877929687,395.0,396.3999938964844
2004-03-05,396.3999938964844,401.0,391.1000061035156,401.2999877929687
2004-03-12,399.5,402.3999938964844,395.2999877929687,395.2999877929687
2004-03-19,399.3999938964844,412.0,399.3999938964844,412.5
2004-03-26,417.3999938964844,422.0,416.0,422.1000061035156
2004-04-02,422.1000061035156,432.0,416.5,421.6000061035156
2004-04-09,421.6000061035156,423.6000061035156,414.0,419.8999938964844
2004-04-16,421.1000061035156,422.1000061035156,396.5,401.0
2004-04-23,404.6000061035156,404.6000061035156,390.0,395.1000061035156
2004-04-30,396.5,399.0,380.0,387.0
2004-05-07,387.0,392.0,377.0,378.7000122070313
2004-05-14,378.6000061035156,378.6000061035156,376.8999938964844,377.0
2004-05-21,379.5,384.7999877929687,375.7999877929687,384.7999877929687
2004-05-28,385.6000061035156,396.2999877929687,385.6000061035156,394.0
2004-06-04,393.8999938964844,399.0,385.5,390.8999938964844
2004-06-11,392.6000061035156,395.0,383.0,385.8999938964844
2004-06-18,383.6000061035156,396.3999938964844,383.0,395.1000061035156
2004-06-25,394.6000061035156,403.7000122070313,393.2000122070313,402.8999938964844
2004-07-02,403.0,405.0,394.2999877929687,398.2999877929687
2004-07-09,398.2999877929687,407.8999938964844,393.0,407.5
2004-07-16,407.5,408.1000061035156,402.0,406.6000061035156
2004-07-23,406.6000061035156,406.6000061035156,391.0,390.5
2004-07-30,389.8999938964844,392.0,385.0,391.0
2004-08-06,394.0,401.5,388.7999877929687,399.7999877929687
2004-08-13,399.1000061035156,401.2999877929687,393.2999877929687,398.8999938964844
2004-08-20,399.0,412.7999877929687,399.0,413.2000122070313
2004-08-27,411.2999877929687,411.7999877929687,403.0,403.2999877929687
2004-09-03,407.0,410.3999938964844,400.5,400.5
2004-09-10,398.0,402.0,396.7999877929687,401.8999938964844
2004-09-17,404.1000061035156,405.7999877929687,404.0,405.7999877929687
2004-09-24,403.6000061035156,410.8999938964844,403.6000061035156,408.1000061035156
2004-10-01,409.1000061035156,419.1000061035156,409.1000061035156,419.5
2004-10-08,419.0,425.0,411.5,423.1000061035156
2004-10-15,422.2000122070313,422.2000122070313,410.2999877929687,418.7000122070313
2004-10-22,419.0,425.1000061035156,417.1000061035156,424.6000061035156
2004-10-29,429.0,430.0,423.5,428.5
2004-11-05,427.2999877929687,433.6000061035156,424.6000061035156,433.6000061035156
2004-11-12,432.7000122070313,437.8999938964844,432.7000122070313,437.8999938964844
2004-11-19,437.0,446.7999877929687,437.0,446.7999877929687
2004-11-26,446.8999938964844,449.2999877929687,446.8999938964844,449.2999877929687
2004-12-03,450.7999877929687,456.5,447.0,456.0
2004-12-10,454.3999938964844,456.1000061035156,432.6000061035156,433.8999938964844
2004-12-17,437.0,442.6000061035156,435.3999938964844,441.6000061035156
2004-12-24,442.5,444.0,439.0,441.8999938964844
2004-12-31,444.0,445.8999938964844,438.8999938964844,437.5
2005-01-07,431.0,431.0,418.7000122070313,418.8999938964844
2005-01-14,419.1000061035156,424.7000122070313,419.1000061035156,422.7000122070313
2005-01-21,423.2000122070313,426.5,421.7999877929687,426.7000122070313
2005-01-28,426.8999938964844,427.5,422.0,425.7999877929687
2005-02-04,426.0,426.5,413.7000122070313,414.0
2005-02-11,414.1000061035156,422.0,410.1000061035156,420.5
2005-02-18,420.0,428.0,422.2999877929687,427.1000061035156
2005-02-25,426.5,436.0,426.5,434.8999938964844
2005-03-04,435.5,435.5,429.8999938964844,434.2000122070313
2005-03-11,435.0,446.3999938964844,435.0,446.2000122070313
2005-03-18,441.1000061035156,443.7000122070313,438.7000122070313,439.2999877929687
2005-03-25,431.1000061035156,431.2999877929687,424.7000122070313,424.7000122070313
2005-04-01,425.8999938964844,428.7000122070313,424.5,425.8999938964844
2005-04-08,426.0,428.5,422.7000122070313,426.8999938964844
2005-04-15,426.0,430.2000122070313,423.2000122070313,424.8999938964844
2005-04-22,423.6000061035156,435.7999877929687,423.6000061035156,434.2999877929687
2005-04-29,432.7000122070313,438.2000122070313,432.7000122070313,435.0
2005-05-06,429.5,429.7999877929687,426.7000122070313,426.1000061035156
2005-05-13,426.2000122070313,427.2000122070313,420.2000122070313,420.2000122070313
2005-05-20,418.8999938964844,421.5,416.5,417.3999938964844
2005-05-27,416.6000061035156,420.0,416.6000061035156,419.7999877929687
2005-06-03,418.0,425.5,413.2000122070313,423.7000122070313
2005-06-10,423.6000061035156,428.5,422.0,427.3999938964844
2005-06-17,428.2999877929687,439.2999877929687,426.5,438.2999877929687
2005-06-24,440.0,442.5,437.5,440.5
2005-07-01,440.7000122070313,440.7000122070313,427.7999877929687,427.7999877929687
2005-07-08,422.8999938964844,423.7999877929687,422.8999938964844,422.8999938964844
2005-07-15,425.5,426.2999877929687,419.6000061035156,420.7000122070313
2005-07-22,420.3999938964844,425.3999938964844,419.7000122070313,424.7000122070313
2005-07-29,425.7000122070313,430.5,423.3999938964844,429.8999938964844
2005-08-05,430.0,439.0,429.1000061035156,437.2000122070313
2005-08-12,437.0,449.5,432.5,445.8999938964844
2005-08-19,441.3999938964844,443.2999877929687,438.0,437.2000122070313
2005-08-26,437.0,439.7000122070313,437.0,437.3999938964844
2005-09-02,438.5,444.2000122070313,431.2000122070313,444.2000122070313
2005-09-09,444.3999938964844,449.0,444.3999938964844,449.0
2005-09-16,449.7000122070313,459.5,446.1000061035156,459.5
2005-09-23,466.7000122070313,468.8999938964844,466.2000122070313,463.5
2005-09-30,463.8999938964844,474.0,462.6000061035156,469.0
2005-10-07,467.7999877929687,475.5,463.5,474.7000122070313
2005-10-14,474.7999877929687,478.5,467.0,469.2000122070313
2005-10-21,473.0,475.0,460.5,467.0
2005-10-28,465.5,475.5,465.0,473.0
2005-11-04,471.1000061035156,471.1000061035156,455.2999877929687,456.2999877929687
2005-11-11,459.0,468.2999877929687,458.5,468.2999877929687
2005-11-18,468.2999877929687,486.0,468.1000061035156,485.6000061035156
2005-11-25,485.6000061035156,492.6000061035156,485.6000061035156,492.1000061035156
2005-12-02,502.2000122070313,507.0,490.5,503.2999877929687
2005-12-09,504.5,531.0,503.5,527.0
2005-12-16,526.5,538.5,495.2000122070313,503.3999938964844
2005-12-23,509.5,509.5,490.1000061035156,503.0
2005-12-30,508.7000122070313,517.2999877929688,506.0,517.0999755859375
2006-01-06,518.5999755859375,539.7000122070312,518.5999755859375,539.7000122070312
2006-01-13,539.7000122070312,548.7999877929688,539.7000122070312,556.0999755859375
2006-01-20,553.4000244140625,558.4000244140625,543.7000122070312,553.5
2006-01-27,555.0,562.2000122070312,555.0,558.7000122070312
2006-02-03,559.2000122070312,575.2999877929688,557.5999755859375,567.4000244140625
2006-02-10,568.4000244140625,574.0,545.5,550.2000122070312
2006-02-17,548.5,552.5,535.5,551.7999877929688
2006-02-24,550.5,560.0,547.5,558.7999877929688
2006-03-03,556.0999755859375,569.7999877929688,552.5,566.0
2006-03-10,554.7999877929688,554.7999877929688,539.9000244140625,539.9000244140625
2006-03-17,541.0,554.4000244140625,541.0,554.0999755859375
2006-03-24,555.2000122070312,560.0,550.0999755859375,560.0
2006-03-31,567.0,589.5999755859375,566.5999755859375,581.7999877929688
2006-04-07,582.0,598.2999877929688,582.0,588.4000244140625
2006-04-14,589.0,604.0,589.0,596.5
2006-04-21,605.0,642.0,605.0,632.2000122070312
2006-04-28,634.0,651.7999877929688,620.0,651.7999877929688
2006-05-05,658.0,682.2000122070312,658.0,682.2000122070312
2006-05-12,679.0,723.0,679.0,710.2999877929688
2006-05-19,710.2999877929688,710.2999877929688,679.5999755859375,656.7000122070312
2006-05-26,656.5,673.0,637.0,650.9000244140625
2006-06-02,650.7000122070312,664.5,620.0,635.5
2006-06-09,635.5,645.0,606.9000244140625,608.2000122070312
2006-06-16,606.0,610.0,555.0,578.0
2006-06-23,568.7999877929688,588.0,568.0,584.7999877929688
2006-06-30,583.0,614.5,580.0,613.5
2006-07-07,631.0,634.2999877929688,624.0,632.7999877929688
2006-07-14,632.7999877929688,666.5999755859375,632.7999877929688,666.5999755859375
2006-07-21,675.0999755859375,677.0,628.2999877929688,619.5999755859375
2006-07-28,619.5999755859375,636.5999755859375,612.7000122070312,634.7999877929688
2006-08-04,634.5,656.0,627.0,644.0
2006-08-11,651.2000122070312,654.5,626.0,633.5
2006-08-18,629.9000244140625,631.0,609.0,612.0999755859375
2006-08-25,613.5999755859375,628.0,613.5999755859375,622.0
2006-09-01,621.7000122070312,625.9000244140625,610.5,624.4000244140625
2006-09-08,624.4000244140625,638.5,609.5999755859375,609.5999755859375
2006-09-15,590.0,591.0,576.4000244140625,576.4000244140625
2006-09-22,586.2000122070312,589.4000244140625,576.7999877929688,589.4000244140625
2006-09-29,589.9000244140625,606.2000122070312,589.9000244140625,598.5999755859375
2006-10-06,598.9000244140625,604.0,560.5,572.4000244140625
2006-10-13,578.0,585.5,568.0,588.7999877929688
2006-10-20,593.5,598.5,588.5,593.0
2006-10-27,579.7000122070312,598.2000122070312,576.5,598.2000122070312
2006-11-03,608.5,626.9000244140625,604.0999755859375,626.9000244140625
2006-11-10,625.7999877929688,628.4000244140625,616.4000244140625,628.4000244140625
2006-11-17,629.0,629.0,617.5,621.5
2006-11-24,621.5,628.7000122070312,621.5,628.7000122070312
2006-12-01,637.2000122070312,649.7000122070312,634.5,644.7000122070312
2006-12-08,647.0999755859375,648.0,625.0,626.0999755859375
2006-12-15,623.0,632.5,613.0,615.0
2006-12-22,614.0,622.7000122070312,612.0,619.0999755859375
2006-12-29,625.0999755859375,635.2000122070312,623.0,635.2000122070312
2007-01-05,635.2000122070312,640.4000244140625,617.2999877929688,604.9000244140625
2007-01-12,607.5,616.2000122070312,607.0,625.5
2007-01-19,623.5999755859375,633.5,623.5999755859375,635.5
2007-01-26,633.2999877929688,647.7999877929688,633.2999877929688,644.5
2007-02-02,643.0999755859375,661.5,640.7999877929688,646.2000122070312
2007-02-09,649.0,669.5,647.0,667.5
2007-02-16,664.2999877929688,672.0,661.0,668.7999877929688
2007-02-23,671.0,685.2999877929688,657.5,683.0999755859375
2007-03-02,684.5999755859375,687.7000122070312,641.5,641.5
2007-03-09,640.2000122070312,653.4000244140625,640.0,650.0
2007-03-16,648.0,652.9000244140625,640.9000244140625,652.5999755859375
2007-03-23,653.0999755859375,663.4000244140625,653.0999755859375,656.7000122070312
2007-03-30,663.4000244140625,667.7000122070312,654.5999755859375,663.0
2007-04-06,665.5,676.0,656.0999755859375,674.2000122070312
2007-04-13,671.0999755859375,683.5999755859375,671.0999755859375,685.4000244140625
2007-04-20,685.0999755859375,692.5,681.9000244140625,692.0
2007-04-27,689.0,691.2999877929688,673.0,678.7000122070312
2007-05-04,677.4000244140625,687.2000122070312,672.2999877929688,687.2000122070312
2007-05-11,688.0,688.0,651.0,670.5999755859375
2007-05-18,668.5,673.0,656.2000122070312,661.0
2007-05-25,660.7000122070312,661.9000244140625,654.0,655.0999755859375
2007-06-01,657.0999755859375,672.0,651.5,671.2000122070312
2007-06-08,671.2000122070312,674.0,645.2000122070312,645.5
2007-06-15,649.2000122070312,655.2000122070312,644.2999877929688,654.5
2007-06-22,657.9000244140625,660.7999877929688,648.5999755859375,653.5
2007-06-29,650.0,650.5,640.0,648.0999755859375
2007-07-06,656.7999877929688,656.7999877929688,648.4000244140625,652.7000122070312
2007-07-13,660.5,666.7000122070312,660.2999877929688,665.7999877929688
2007-07-20,667.0999755859375,683.9000244140625,664.7000122070312,683.9000244140625
2007-07-27,680.7999877929688,684.2000122070312,660.0,660.0
2007-08-03,659.9000244140625,674.4000244140625,658.5,672.5
2007-08-10,672.0999755859375,676.2000122070312,659.5,670.2999877929688
2007-08-17,669.9000244140625,671.0,642.9000244140625,656.9000244140625
2007-08-24,658.5999755859375,668.7999877929688,657.5,668.0
2007-08-31,667.9000244140625,672.7999877929688,664.2000122070312,673.0
2007-09-07,682.5,700.7999877929688,678.5999755859375,700.7999877929688
2007-09-14,704.5,717.2000122070312,702.0,709.5999755859375
2007-09-21,719.0999755859375,732.4000244140625,715.7999877929688,731.4000244140625
2007-09-28,732.0999755859375,745.7000122070312,727.4000244140625,742.7999877929688
2007-10-05,745.0999755859375,747.4000244140625,724.2999877929688,741.2999877929688
2007-10-12,735.2000122070312,750.4000244140625,732.4000244140625,748.7000122070312
2007-10-19,758.0,765.7999877929688,756.0999755859375,764.0
2007-10-26,766.7000122070312,783.4000244140625,751.9000244140625,783.9000244140625
2007-11-02,793.7999877929688,806.5,780.7000122070312,805.7000122070312
2007-11-09,804.5999755859375,841.2999877929688,804.2000122070312,832.5
2007-11-16,803.9000244140625,817.0,785.7000122070312,785.7000122070312
2007-11-23,777.5999755859375,824.0,777.5999755859375,824.0
2007-11-30,826.0,826.0,778.4000244140625,782.2000122070312
2007-12-07,783.9000244140625,805.0,777.0,794.4000244140625
2007-12-14,799.2999877929688,815.9000244140625,789.5999755859375,793.2999877929688
2007-12-21,793.5,812.5,788.4000244140625,811.5999755859375
2007-12-28,811.5,840.2000122070312,809.7999877929688,839.5999755859375
2008-01-04,843.2000122070312,865.5,843.2000122070312,863.0999755859375
2008-01-11,860.9000244140625,899.7000122070312,857.4000244140625,896.0999755859375
2008-01-18,907.2999877929688,907.2999877929688,871.0,880.7999877929688
2008-01-25,878.7000122070312,910.5,863.2000122070312,910.5
2008-02-01,916.5999755859376,936.2999877929688,903.7000122070312,908.7000122070312
2008-02-08,903.7000122070312,920.0,884.7000122070312,918.4000244140624
2008-02-15,920.7000122070312,926.9000244140624,897.2000122070312,902.7999877929688
2008-02-22,904.2999877929688,953.4000244140624,900.5,944.7000122070312
2008-02-29,946.5,973.0999755859376,931.2999877929688,972.0999755859376
2008-03-07,984.2000122070312,992.7000122070312,963.7999877929688,972.2000122070312
2008-03-14,975.5,1004.5999755859376,964.7000122070312,998.2000122070312
2008-03-21,1005.0,1014.5999755859376,917.7000122070312,919.5999755859376
2008-03-28,915.5,951.7000122070312,915.2000122070312,930.5999755859376
2008-04-04,931.0,940.0999755859376,871.7999877929688,909.0
2008-04-11,915.2999877929688,939.2000122070312,904.0999755859376,923.5999755859376
2008-04-18,917.0,948.7000122070312,907.2000122070312,912.2000122070312
2008-04-25,922.5,924.5999755859376,878.0999755859375,887.2000122070312
2008-05-02,887.0,893.7999877929688,849.5999755859375,856.0999755859375
2008-05-09,861.2000122070312,884.7000122070312,861.2000122070312,884.5
2008-05-16,879.2000122070312,904.2000122070312,862.7999877929688,899.0
2008-05-23,905.0,925.5999755859376,905.0,925.5999755859376
2008-05-30,912.0,912.0,868.5999755859375,887.2999877929688
2008-06-06,887.2999877929688,901.0,865.4000244140625,895.4000244140625
2008-06-13,900.7000122070312,908.9000244140624,858.2000122070312,870.2999877929688
2008-06-20,872.5,907.2999877929688,871.2999877929688,901.2999877929688
2008-06-27,903.4000244140624,927.5999755859376,876.4000244140625,929.2999877929688
2008-07-04,927.7000122070312,945.7999877929688,922.2999877929688,931.9000244140624
2008-07-11,931.4000244140624,965.7000122070312,915.4000244140624,959.5
2008-07-18,964.7000122070312,986.2000122070312,955.0,957.2999877929688
2008-07-25,964.5,974.9000244140624,920.9000244140624,926.5999755859376
2008-08-01,928.7999877929688,931.0999755859376,893.2999877929688,909.0
2008-08-08,912.7000122070312,915.2999877929688,851.0999755859375,857.7999877929688
2008-08-15,858.2999877929688,863.4000244140625,780.9000244140625,786.0
2008-08-22,792.0,836.5999755859375,789.5999755859375,827.4000244140625
2008-08-29,819.7999877929688,842.5999755859375,819.7999877929688,829.2999877929688
