date,value
1960-01-01,54.0885581560739
1961-01-01,53.3245399099687
1962-01-01,52.6405928484689
1963-01-01,51.9333868968743
1964-01-01,51.5446535893401
1965-01-01,51.4334666683491
1966-01-01,51.2779936776059
1967-01-01,51.2394607333439
1968-01-01,51.3308750565534
1969-01-01,51.4972162662912
1970-01-01,51.7353568833175
1971-01-01,51.9655735938297
1972-01-01,52.2959206552619
1973-01-01,52.6647466050923
1974-01-01,53.0309216717592
1975-01-01,53.4161022602224
1976-01-01,53.6201379175754
1977-01-01,53.8000553468912
1978-01-01,54.1172849250747
1979-01-01,54.2841648795845
1980-01-01,54.3771667120895
1981-01-01,54.4751292613112
1982-01-01,54.4912127036325
1983-01-01,54.5025694150127
1984-01-01,54.5392580171792
1985-01-01,54.6026187685817
1986-01-01,54.7306903893625
1987-01-01,54.9731669340791
1988-01-01,55.3402043203462
1989-01-01,55.7116247090341
1990-01-01,56.050174527946
1991-01-01,56.4081712587235
1992-01-01,56.8060171105952
1993-01-01,57.2606926952836
1994-01-01,57.7764961666243
1995-01-01,58.3588473494912
1996-01-01,59.0151006036085
1997-01-01,59.7836375695581
1998-01-01,60.677677955799
1999-01-01,61.6287466253297
2000-01-01,62.5196074544952
2001-01-01,63.3052058743947
2002-01-01,64.0062904660404
2003-01-01,64.659470603061
2004-01-01,65.3361009233234
2005-01-01,66.0758536190043
2006-01-01,66.8690222585898
2007-01-01,67.6224517567152
2008-01-01,68.2922872888026
2009-01-01,68.8842359996053
2010-01-01,69.3695865360201
2011-01-01,69.7206595346669
2012-01-01,69.9019824583313
2013-01-01,69.8981123579468
2014-01-01,69.7479006720559
2015-01-01,69.5564437980164
2016-01-01,69.2591615032732
2017-01-01,68.8126189382964
2018-01-01,68.4353308489645
2019-01-01,68.2102971289821
2020-01-01,68.0438111484831
2021-01-01,67.91665042917
2022-01-01,67.8350734151978
2023-01-01,67.7729868011901
2024-01-01,67.7288116705198
