date,value
1960-01-01,17.0663616293489
1961-01-01,17.5423315293713
1962-01-01,18.0176548506692
1963-01-01,18.4258314832683
1964-01-01,18.8853287598261
1965-01-01,19.3321736670288
1966-01-01,19.8200287209983
1967-01-01,20.4430743751042
1968-01-01,20.9526703138584
1969-01-01,21.2453016901881
1970-01-01,21.6258691394579
1971-01-01,22.0311919253879
1972-01-01,22.342675265459
1973-01-01,22.6319839889762
1974-01-01,22.9589687824457
1975-01-01,23.300291031015
1976-01-01,23.5293040879193
1977-01-01,23.7401871683434
1978-01-01,23.9091199257748
1979-01-01,23.9340576541361
1980-01-01,23.651219064563
1981-01-01,22.969743392209
1982-01-01,22.1395025436473
1983-01-01,21.3466900879314
1984-01-01,20.8868917132487
1985-01-01,20.9215401841313
1986-01-01,21.1447253988164
1987-01-01,21.3537450305009
1988-01-01,21.4764625342511
1989-01-01,21.4867974632205
1990-01-01,21.5324981300112
1991-01-01,21.6474067145618
1992-01-01,21.7482171921737
1993-01-01,21.9319733433002
1994-01-01,22.2314804945516
1995-01-01,22.5274290462335
1996-01-01,22.7517138485108
1997-01-01,22.921963937823
1998-01-01,23.1981406984113
1999-01-01,23.6549966586161
2000-01-01,24.2477248722868
2001-01-01,24.9108166139553
2002-01-01,25.5882956322125
2003-01-01,26.3396505481219
2004-01-01,27.2704634909127
2005-01-01,28.2958968695441
2006-01-01,29.4080511154121
2007-01-01,30.2789123501651
2008-01-01,30.7991869707201
2009-01-01,31.2252210513745
2010-01-01,31.2836478267731
2011-01-01,31.1406005583242
2012-01-01,31.282652731417
2013-01-01,31.5565826945796
2014-01-01,31.8220023900549
2015-01-01,32.0268681402872
2016-01-01,32.2482094758743
2017-01-01,32.6342617227857
2018-01-01,33.0059176113602
2019-01-01,33.4240838892073
2020-01-01,33.9237851682177
2021-01-01,34.5810372816215
2022-01-01,35.2968937255501
2023-01-01,36.0064221663456
2024-01-01,36.8802967502303
