date,value
1960-01-01,61.9835040320973
1961-01-01,61.9108940439612
1962-01-01,62.0557499217704
1963-01-01,62.2070046516546
1964-01-01,62.2640924486011
1965-01-01,62.2971888241876
1966-01-01,62.2894343309019
1967-01-01,62.2509907179053
1968-01-01,62.2411852055682
1969-01-01,62.2668102728819
1970-01-01,62.3091586171473
1971-01-01,62.3202234828693
1972-01-01,62.3288542555671
1973-01-01,62.3678847196083
1974-01-01,62.4699152147937
1975-01-01,62.5981212909146
1976-01-01,62.7772633085571
1977-01-01,62.9674472616125
1978-01-01,63.1395716327491
1979-01-01,63.3565526315154
1980-01-01,63.6959653055397
1981-01-01,64.2193397727016
1982-01-01,64.7496301807501
1983-01-01,65.2208998612346
1984-01-01,65.6476550330132
1985-01-01,65.8359317181431
1986-01-01,65.8578168946337
1987-01-01,65.9181345596457
1988-01-01,65.9708082498394
1989-01-01,65.9702600412574
1990-01-01,65.8792865027227
1991-01-01,65.7152192366317
1992-01-01,65.5788380722604
1993-01-01,65.4932111219397
1994-01-01,65.4240540364002
1995-01-01,65.3756466308725
1996-01-01,65.3496887320089
1997-01-01,65.3259977264291
1998-01-01,65.265931011608
1999-01-01,65.1639947458043
2000-01-01,65.0652073832677
2001-01-01,65.008365936622
2002-01-01,64.9962285698827
2003-01-01,65.0286913106343
2004-01-01,65.0488837834107
2005-01-01,65.0595224031689
2006-01-01,65.1001430906245
2007-01-01,65.0965157712323
2008-01-01,64.9922746331287
2009-01-01,64.8320505619211
2010-01-01,64.6865895755283
2011-01-01,64.4012852086265
2012-01-01,63.9822023210968
2013-01-01,63.6262148936628
2014-01-01,63.2660590407766
2015-01-01,62.9034115542196
2016-01-01,62.632173096763
2017-01-01,62.3980765439097
2018-01-01,62.1793955597294
2019-01-01,61.9811666181521
2020-01-01,61.8134010588151
2021-01-01,61.7040398746753
2022-01-01,61.5912351189772
2023-01-01,61.4660792751563
2024-01-01,61.3483170751607
