date,value
1960-01-01,64.9559380194906
1961-01-01,64.9147308898297
1962-01-01,64.9687273515531
1963-01-01,64.9105875585262
1964-01-01,64.687220640427
1965-01-01,64.3961106694334
1966-01-01,64.0906074480766
1967-01-01,63.7570481252831
1968-01-01,63.4146518074268
1969-01-01,63.105361344902
1970-01-01,62.8418449182082
1971-01-01,62.6362551317425
1972-01-01,62.4981831511658
1973-01-01,62.4405563162895
1974-01-01,62.4695134284713
1975-01-01,62.598049266773
1976-01-01,62.8340230406011
1977-01-01,63.129334832519
1978-01-01,63.4267290258175
1979-01-01,63.725866753774
1980-01-01,64.0298266750978
1981-01-01,64.3642179696837
1982-01-01,64.7673787218922
1983-01-01,65.211012397337
1984-01-01,65.5334724850999
1985-01-01,65.6265369006899
1986-01-01,65.6245935985693
1987-01-01,65.6298018440329
1988-01-01,65.4118656825905
1989-01-01,65.1290326055676
1990-01-01,64.9810315399239
1991-01-01,64.7930242331569
1992-01-01,64.6090015186695
1993-01-01,64.4948197178008
1994-01-01,64.4653330610035
1995-01-01,64.513311488528
1996-01-01,64.5912931133039
1997-01-01,64.6770705723257
1998-01-01,64.7884966708794
1999-01-01,64.9448839391423
2000-01-01,65.1756704645238
2001-01-01,65.4097821333087
2002-01-01,65.57530510652
2003-01-01,65.6351910807662
2004-01-01,65.6962085420456
2005-01-01,65.8641896604977
2006-01-01,66.0498273294674
2007-01-01,66.1567371263204
2008-01-01,66.1398742181397
2009-01-01,66.032453839338
2010-01-01,65.9030603247605
2011-01-01,65.6678825334919
2012-01-01,65.2614604980162
2013-01-01,64.8698524669935
2014-01-01,64.5811849432514
2015-01-01,64.349417600625
2016-01-01,64.1335648731091
2017-01-01,63.9059468954247
2018-01-01,63.6924638374832
2019-01-01,63.5198822523142
2020-01-01,63.4278786786019
2021-01-01,63.4465589396069
2022-01-01,63.4404279110136
2023-01-01,63.3527288517877
2024-01-01,63.3151859345352
