date,value
1960-01-01,18.5735023861265
1961-01-01,18.7330586962712
1962-01-01,18.8997130956725
1963-01-01,19.0089645643666
1964-01-01,19.179310149541
1965-01-01,19.4166943090788
1966-01-01,19.6984482575197
1967-01-01,20.026963994801
1968-01-01,20.2936599679537
1969-01-01,20.472372681789
1970-01-01,20.6353980710953
1971-01-01,20.814592919783
1972-01-01,20.9829592288349
1973-01-01,21.1488373675557
1974-01-01,21.3194306301955
1975-01-01,21.508038022207
1976-01-01,21.6377907915635
1977-01-01,21.7702243017573
1978-01-01,21.9438029618594
1979-01-01,22.0639434555482
1980-01-01,21.8637403899888
1981-01-01,21.2392922772213
1982-01-01,20.557046997139
1983-01-01,19.9867340205832
1984-01-01,19.5572274436606
1985-01-01,19.5852860176199
1986-01-01,19.9499839775974
1987-01-01,20.274605365486
1988-01-01,20.5808733720092
1989-01-01,20.8816547643492
1990-01-01,21.2248370255604
1991-01-01,21.6184630758416
1992-01-01,21.9913054127312
1993-01-01,22.3469338037621
1994-01-01,22.7159774640949
1995-01-01,23.0985410953939
1996-01-01,23.457743838302
1997-01-01,23.7882311756171
1998-01-01,24.0962595213676
1999-01-01,24.3706974400408
2000-01-01,24.6040042583603
2001-01-01,24.7954958564477
2002-01-01,24.9477711089087
2003-01-01,25.040210951183
2004-01-01,25.1590771458885
2005-01-01,25.265680743455
2006-01-01,25.2561649414524
2007-01-01,25.2890466951257
2008-01-01,25.4630170062984
2009-01-01,25.6976738947315
2010-01-01,25.9439893809411
2011-01-01,26.4831239219727
2012-01-01,27.3249374613418
2013-01-01,28.1795459733674
2014-01-01,29.0643577099352
2015-01-01,29.9691649530843
2016-01-01,30.7903475113013
2017-01-01,31.5247668711496
2018-01-01,32.2283943292714
2019-01-01,32.9295024945655
2020-01-01,33.5646318689425
2021-01-01,34.1156814854036
2022-01-01,34.7084265800964
2023-01-01,35.3839754108932
2024-01-01,36.0997054234682
