open_time,open_time_ms,symbol,timeframe,side,entry,stop_loss,take_profit,exit_price,exit_reason,pnl_pct
2017-09-23 00:00:00,1506124800000,ETH/USDT,1d,long,285.93,230.96651567894037,377.5358072017661,377.5358072017661,target,32.04
2018-02-15 00:00:00,1518652800000,ETH/USDT,1d,long,924.55,738.354103673323,1234.876493877795,738.354103673323,stop,-20.14
2018-04-03 00:00:00,1522713600000,ETH/USDT,1d,long,415.01,339.72189509923345,540.4901748346109,540.4901748346109,target,30.24
2018-06-04 00:00:00,1528070400000,ETH/USDT,1d,long,591.02,519.0771982957652,710.9246695070578,519.0771982957652,stop,-12.17
2018-06-19 00:00:00,1529366400000,ETH/USDT,1d,long,537.97,476.3361954705241,640.6930075491265,476.3361954705241,stop,-11.46
2018-07-01 00:00:00,1530403200000,ETH/USDT,1d,long,452.1,398.2906896097177,541.7821839838039,398.2906896097177,stop,-11.9
2018-08-23 00:00:00,1534982400000,ETH/USDT,1d,long,275.99,235.70303188769083,343.13494685384865,235.70303188769083,stop,-14.6
2018-09-15 00:00:00,1536969600000,ETH/USDT,1d,long,221.29,187.90844447629382,276.9259258728436,187.90844447629382,stop,-15.08
2018-12-03 00:00:00,1543795200000,ETH/USDT,1d,long,108.76,90.69189280684851,138.87351198858582,90.69189280684851,stop,-16.61
2018-12-09 00:00:00,1544313600000,ETH/USDT,1d,long,93.26,75.46241474469764,122.9226420921706,122.9226420921706,target,31.81
2019-02-08 00:00:00,1549584000000,ETH/USDT,1d,long,119.25,108.52549894750743,137.12416842082095,137.12416842082095,target,14.99
2019-03-19 00:00:00,1552953600000,ETH/USDT,1d,long,138.55,128.78659219365431,154.8223463439095,154.8223463439095,target,11.74
2019-05-06 00:00:00,1557100800000,ETH/USDT,1d,long,173.0,159.0663591252145,196.2227347913092,196.2227347913092,target,13.42
2019-06-17 00:00:00,1560729600000,ETH/USDT,1d,long,273.16,249.92101183081317,311.8916469486448,311.8916469486448,target,14.18
2019-07-30 00:00:00,1564444800000,ETH/USDT,1d,long,209.58,182.9842352424138,253.90627459597704,182.9842352424138,stop,-12.69
2019-08-20 00:00:00,1566259200000,ETH/USDT,1d,long,196.6,177.70352019809246,228.0941330031792,177.70352019809246,stop,-9.61
2019-09-03 00:00:00,1567468800000,ETH/USDT,1d,long,178.75,162.66107270179634,205.5648788303394,205.5648788303394,target,15.0
2019-10-08 00:00:00,1570492800000,ETH/USDT,1d,long,180.6,163.0802266069555,209.7996223217408,163.0802266069555,stop,-9.7
2019-10-26 00:00:00,1572048000000,ETH/USDT,1d,long,179.49,161.6927870102825,209.1520216495292,161.6927870102825,stop,-9.92
2019-12-06 00:00:00,1575590400000,ETH/USDT,1d,long,148.45,136.1961231054105,168.87312815764912,136.1961231054105,stop,-8.25
2019-12-26 00:00:00,1577318400000,ETH/USDT,1d,long,125.58,114.95154869942931,143.29408550095116,143.29408550095116,target,14.11
2020-01-28 00:00:00,1580169600000,ETH/USDT,1d,long,175.64,162.8946461038671,196.8822564935548,196.8822564935548,target,12.09
2020-03-24 00:00:00,1585008000000,ETH/USDT,1d,long,138.42,106.32787457001645,191.9068757166392,191.9068757166392,target,38.64
2020-05-19 00:00:00,1589846400000,ETH/USDT,1d,long,214.58,196.23377960386765,245.15703399355394,196.23377960386765,stop,-8.55
2020-05-28 00:00:00,1590624000000,ETH/USDT,1d,long,220.21,202.71552396481542,249.36746005864097,249.36746005864097,target,13.24
2020-07-06 00:00:00,1593993600000,ETH/USDT,1d,long,241.6,227.28487884086888,265.4585352652185,265.4585352652185,target,9.88
2020-09-17 00:00:00,1600300800000,ETH/USDT,1d,long,389.36,341.80010887771664,468.6264852038056,341.80010887771664,stop,-12.21
2020-09-29 00:00:00,1601337600000,ETH/USDT,1d,long,359.79,322.76778266193776,421.49369556343714,421.49369556343714,target,17.15
2020-11-29 00:00:00,1606608000000,ETH/USDT,1d,long,576.3,517.6194184773098,674.1009692044836,674.1009692044836,target,16.97
2020-12-17 00:00:00,1608163200000,ETH/USDT,1d,long,642.7,586.8746533200508,735.7422444665822,586.8746533200508,stop,-8.69
2020-12-27 00:00:00,1609027200000,ETH/USDT,1d,long,685.11,617.7008755671077,797.4585407214872,797.4585407214872,target,16.4
2021-02-03 00:00:00,1612310400000,ETH/USDT,1d,long,1664.49,1446.387484852427,2027.9941919126218,2027.9941919126218,target,21.84
