open_time,open_time_ms,symbol,timeframe,side,entry,stop_loss,take_profit,exit_price,exit_reason,pnl_pct
2017-08-19 02:00:00,1503108000000,ETH/USDT,1h,long,299.84,290.95949824032766,314.6408362661205,290.95949824032766,stop,-2.96
2017-08-19 17:00:00,1503162000000,ETH/USDT,1h,long,293.15,283.57365546445277,309.11057422591205,283.57365546445277,stop,-3.27
2017-08-22 12:00:00,1503403200000,ETH/USDT,1h,long,311.23,283.8632992808979,356.8411678651703,356.8411678651703,target,14.66
2017-08-30 04:00:00,1504065600000,ETH/USDT,1h,long,380.81,372.0373827642528,395.43102872624536,372.0373827642528,stop,-2.3
2017-08-30 18:00:00,1504116000000,ETH/USDT,1h,long,384.66,373.5406146386704,403.1923089355494,373.5406146386704,stop,-2.89
2017-09-03 00:00:00,1504396800000,ETH/USDT,1h,long,347.8,331.528563929706,374.9190601171567,331.528563929706,stop,-4.68
2017-09-03 18:00:00,1504461600000,ETH/USDT,1h,long,345.29,327.63966742742235,374.7072209542961,327.63966742742235,stop,-5.11
2017-09-04 20:00:00,1504555200000,ETH/USDT,1h,long,301.94,279.6174381677004,339.1442697204993,279.6174381677004,stop,-7.39
2017-09-05 04:00:00,1504584000000,ETH/USDT,1h,long,279.01,249.88746208271866,327.5475631954689,327.5475631954689,target,17.4
2017-09-06 08:00:00,1504684800000,ETH/USDT,1h,long,328.06,310.6878297481101,357.0136170864832,310.6878297481101,stop,-5.3
2017-09-09 02:00:00,1504922400000,ETH/USDT,1h,long,295.06,278.12812974661324,323.27978375564464,278.12812974661324,stop,-5.74
2017-09-10 13:00:00,1505048400000,ETH/USDT,1h,long,284.0,270.4847375478553,306.52543742024125,306.52543742024125,target,7.93
2017-09-13 17:00:00,1505322000000,ETH/USDT,1h,long,275.11,263.7890994002217,293.9781676662972,263.7890994002217,stop,-4.12
2017-09-15 02:00:00,1505440800000,ETH/USDT,1h,long,233.62,216.68943016191554,261.83761639680745,216.68943016191554,stop,-7.25
2017-09-15 13:00:00,1505480400000,ETH/USDT,1h,long,228.66,206.94036495526495,264.85939174122507,264.85939174122507,target,15.83
2017-09-17 13:00:00,1505653200000,ETH/USDT,1h,long,250.12,239.40006933576174,267.9865511070638,267.9865511070638,target,7.14
2017-09-20 07:00:00,1505890800000,ETH/USDT,1h,long,288.0,281.2027073078819,299.32882115353016,281.2027073078819,stop,-2.36
2017-09-21 12:00:00,1505995200000,ETH/USDT,1h,long,283.1,278.0677325539948,291.4871124100087,278.0677325539948,stop,-1.78
2017-09-22 03:00:00,1506049200000,ETH/USDT,1h,long,268.0,260.2993213820684,280.8344643632193,260.2993213820684,stop,-2.87
2017-09-22 17:00:00,1506099600000,ETH/USDT,1h,long,258.0,250.4027377187345,270.6621038021092,270.6621038021092,target,4.91
2017-09-25 04:00:00,1506312000000,ETH/USDT,1h,long,290.85,283.8717768749567,302.48037187507214,302.48037187507214,target,4.0
2017-09-29 11:00:00,1506682800000,ETH/USDT,1h,long,297.01,287.5788618752994,312.7285635411676,287.5788618752994,stop,-3.18
2017-10-03 17:00:00,1507050000000,ETH/USDT,1h,long,290.46,284.555148508186,300.30141915302323,300.30141915302323,target,3.39
2017-10-07 22:00:00,1507413600000,ETH/USDT,1h,long,314.07,309.2955004149647,322.0274993083921,309.2955004149647,stop,-1.52
2017-10-10 00:00:00,1507593600000,ETH/USDT,1h,long,297.55,290.1803345233956,309.83277579434076,309.83277579434076,target,4.13
2017-10-13 05:00:00,1507870800000,ETH/USDT,1h,long,315.37,308.3690295035036,327.0382841608273,327.0382841608273,target,3.7
2017-10-15 19:00:00,1508094000000,ETH/USDT,1h,long,330.36,321.60797418625697,344.9467096895718,344.9467096895718,target,4.42
2017-10-18 15:00:00,1508338800000,ETH/USDT,1h,long,306.4,296.4282541970703,323.0195763382161,296.4282541970703,stop,-3.25
2017-10-21 18:00:00,1508608800000,ETH/USDT,1h,long,298.48,292.6093260334591,308.2644566109015,292.6093260334591,stop,-1.97
2017-10-22 15:00:00,1508684400000,ETH/USDT,1h,long,297.53,290.94662009858155,308.5022998356974,290.94662009858155,stop,-2.21
2017-10-23 01:00:00,1508720400000,ETH/USDT,1h,long,293.94,288.2426886387237,303.4355189354605,288.2426886387237,stop,-1.94
2017-10-23 19:00:00,1508785200000,ETH/USDT,1h,long,283.39,275.54921767610205,296.45797053982994,275.54921767610205,stop,-2.77
2017-10-25 18:00:00,1508954400000,ETH/USDT,1h,long,295.4,288.8100680691042,306.3832198848263,306.3832198848263,target,3.72
2017-10-30 03:00:00,1509332400000,ETH/USDT,1h,long,308.53,302.0920896798642,319.2598505335596,302.0920896798642,stop,-2.09
2017-11-02 12:00:00,1509624000000,ETH/USDT,1h,long,282.02,273.56488713351604,296.1118547774732,296.1118547774732,target,5.0
2017-11-04 12:00:00,1509796800000,ETH/USDT,1h,long,301.89,295.39681597356235,312.7119733773961,295.39681597356235,stop,-2.15
2017-11-06 08:00:00,1509955200000,ETH/USDT,1h,long,295.3,290.8490437357803,302.7182604403662,302.7182604403662,target,2.51
2017-11-07 11:00:00,1510052400000,ETH/USDT,1h,long,302.03,297.0029279664881,310.40845338918643,297.0029279664881,stop,-1.66
2017-11-08 01:00:00,1510102800000,ETH/USDT,1h,long,294.02,288.76169192938926,302.78384678435117,302.78384678435117,target,2.98
2017-11-11 01:00:00,1510362000000,ETH/USDT,1h,long,299.95,289.0444539222132,318.12591012964464,289.0444539222132,stop,-3.64
2017-11-12 14:00:00,1510495200000,ETH/USDT,1h,long,302.06,289.2167559561785,323.4654067397026,323.4654067397026,target,7.09
2017-11-14 21:00:00,1510693200000,ETH/USDT,1h,long,333.0,325.085121104803,346.1914648253283,325.085121104803,stop,-2.38
2017-11-16 15:00:00,1510844400000,ETH/USDT,1h,long,329.2,323.26431805166226,339.0928032472295,339.0928032472295,target,3.01
2017-11-20 15:00:00,1511190000000,ETH/USDT,1h,long,362.91,356.77717971348284,373.13136714419534,373.13136714419534,target,2.82
2017-11-21 11:00:00,1511262000000,ETH/USDT,1h,long,369.75,361.58644276064723,383.3559287322546,361.58644276064723,stop,-2.21
2017-11-22 06:00:00,1511330400000,ETH/USDT,1h,long,368.18,360.5128746894273,380.9585421842878,360.5128746894273,stop,-2.08
2017-11-22 19:00:00,1511377200000,ETH/USDT,1h,long,368.78,362.61033807716194,379.0627698713967,379.0627698713967,target,2.79
2017-11-24 12:00:00,1511524800000,ETH/USDT,1h,long,429.66,414.8841171409458,454.2864714317571,454.2864714317571,target,5.73
2017-11-26 12:00:00,1511697600000,ETH/USDT,1h,long,461.02,449.99814061121583,479.38976564797355,449.99814061121583,stop,-2.39
