open_time,open_time_ms,symbol,timeframe,side,entry,stop_loss,take_profit,exit_price,exit_reason,pnl_pct
2020-02-15 00:00:00,1581724800000,BTC/USDT,1d,short,9914.99,10479.942313398209,8973.402811002985,8973.402811002985,target,9.5
2020-03-21 00:00:00,1584748800000,BTC/USDT,1d,long,6183.69,4989.067891608378,8174.72684731937,8174.72684731937,target,32.2
2020-05-11 00:00:00,1589155200000,BTC/USDT,1d,short,8561.09,9448.478913019873,7082.108478300212,9448.478913019873,stop,-10.37
2020-06-01 00:00:00,1590969600000,BTC/USDT,1d,long,10232.48,9452.183148260305,11532.97475289949,9452.183148260305,stop,-7.63
2020-06-05 00:00:00,1591315200000,BTC/USDT,1d,short,9617.29,10385.48470969225,8336.965483846254,10385.48470969225,stop,-7.99
2020-08-11 00:00:00,1597104000000,BTC/USDT,1d,short,11392.64,12161.580992044112,10111.071679926477,12161.580992044112,stop,-6.75
2020-09-15 00:00:00,1600128000000,BTC/USDT,1d,long,10776.78,10106.496326628294,11893.91945561951,11893.91945561951,target,10.37
2020-11-26 00:00:00,1606348800000,BTC/USDT,1d,short,17155.34,18684.883845714976,14606.100257141707,18684.883845714976,stop,-8.92
2021-01-12 00:00:00,1610409600000,BTC/USDT,1d,short,34056.9,39073.71593662089,25695.54010563186,39073.71593662089,stop,-14.73
2021-02-03 00:00:00,1612310400000,BTC/USDT,1d,long,37652.51,32869.92239630384,45623.48933949361,45623.48933949361,target,21.17
2021-02-24 00:00:00,1614124800000,BTC/USDT,1d,short,49702.03,56181.697396087344,38902.584339854424,56181.697396087344,stop,-13.04
2021-03-20 00:00:00,1616198400000,BTC/USDT,1d,short,58145.61,63909.97891851702,48538.3284691383,63909.97891851702,stop,-9.91
2021-04-18 00:00:00,1618704000000,BTC/USDT,1d,short,56140.05,61289.475833728655,47557.67361045225,47557.67361045225,target,15.29
2021-04-30 00:00:00,1619740800000,BTC/USDT,1d,long,57684.16,52316.71596816892,66629.9000530518,52316.71596816892,stop,-9.3
2021-05-12 00:00:00,1620777600000,BTC/USDT,1d,short,49595.76,55467.98173938687,39808.72376768855,39808.72376768855,target,19.73
2021-05-31 00:00:00,1622419200000,BTC/USDT,1d,long,37243.38,30353.5943349657,48726.35610839049,30353.5943349657,stop,-18.5
2021-06-28 00:00:00,1624838400000,BTC/USDT,1d,long,34487.22,29764.980452349053,42357.61924608491,29764.980452349053,stop,-13.69
2021-07-22 00:00:00,1626912000000,BTC/USDT,1d,long,32268.11,29400.43701086886,37047.56498188524,37047.56498188524,target,14.81
2021-08-17 00:00:00,1629158400000,BTC/USDT,1d,short,44704.84,48569.51892053422,38263.70846577629,48569.51892053422,stop,-8.64
2021-08-21 00:00:00,1629504000000,BTC/USDT,1d,long,48848.29,45073.439573891665,55139.70737684723,45073.439573891665,stop,-7.73
2021-09-07 00:00:00,1630972800000,BTC/USDT,1d,short,46864.39,51074.62218864551,39847.33635225748,39847.33635225748,target,14.97
2021-10-01 00:00:00,1633046400000,BTC/USDT,1d,long,48123.94,43987.231769812686,55018.45371697887,55018.45371697887,target,14.33
2021-10-24 00:00:00,1635033600000,BTC/USDT,1d,short,60902.82,65550.61424311504,53156.49626147494,65550.61424311504,stop,-7.63
2021-11-09 00:00:00,1636416000000,BTC/USDT,1d,long,67009.98,62596.22495445996,74366.2384092334,62596.22495445996,stop,-6.59
2021-11-12 00:00:00,1636675200000,BTC/USDT,1d,short,64156.08,68808.70419098085,56401.706348365246,56401.706348365246,target,12.09
2021-12-19 00:00:00,1639872000000,BTC/USDT,1d,long,46668.63,42086.49964489478,54305.51392517537,42086.49964489478,stop,-9.82
2022-01-14 00:00:00,1642118400000,BTC/USDT,1d,long,43042.4,39654.660624238764,48688.63229293539,39654.660624238764,stop,-7.87
2022-01-29 00:00:00,1643414400000,BTC/USDT,1d,long,38150.01,34695.668141281894,43907.24643119685,43907.24643119685,target,15.09
2022-02-18 00:00:00,1645142400000,BTC/USDT,1d,short,39966.8,43126.39678194913,34700.80536341813,34700.80536341813,target,13.18
2022-02-28 00:00:00,1646006400000,BTC/USDT,1d,long,43155.0,39140.632210263466,49845.61298289422,39140.632210263466,stop,-9.3
2022-03-06 00:00:00,1646524800000,BTC/USDT,1d,short,38401.1,42137.259133445994,32174.16811092334,42137.259133445994,stop,-9.73
2022-03-16 00:00:00,1647388800000,BTC/USDT,1d,long,41105.8,37483.26513410706,47143.35810982157,47143.35810982157,target,14.69
2022-04-05 00:00:00,1649116800000,BTC/USDT,1d,short,45477.4,48317.165540933405,40744.45743177766,40744.45743177766,target,10.41
2022-05-04 00:00:00,1651622400000,BTC/USDT,1d,long,39684.0,37114.60734066662,43966.32109888896,37114.60734066662,stop,-6.47
2022-05-05 00:00:00,1651708800000,BTC/USDT,1d,short,36534.7,39398.10032652385,31762.366122460244,31762.366122460244,target,13.06
2022-05-20 00:00:00,1653004800000,BTC/USDT,1d,long,29188.9,25915.46266715869,34644.62888806885,25915.46266715869,stop,-11.21
2022-06-25 00:00:00,1656115200000,BTC/USDT,1d,long,21481.9,18855.517917917205,25859.203470137993,18855.517917917205,stop,-12.23
2022-08-06 00:00:00,1659744000000,BTC/USDT,1d,short,22943.3,24577.438603536306,20219.735660772825,24577.438603536306,stop,-7.12
2022-08-17 00:00:00,1660694400000,BTC/USDT,1d,short,23333.1,24909.694820335422,20705.441966107624,20705.441966107624,target,11.26
2022-09-09 00:00:00,1662681600000,BTC/USDT,1d,long,21352.0,19918.77016848651,23740.71638585582,19918.77016848651,stop,-6.71
2022-09-18 00:00:00,1663459200000,BTC/USDT,1d,short,19404.5,20832.955642229008,17023.740596284988,20832.955642229008,stop,-7.36
2022-11-08 00:00:00,1667865600000,BTC/USDT,1d,short,18534.0,19830.40944692285,16373.317588461914,16373.317588461914,target,11.66
2022-11-24 00:00:00,1669248000000,BTC/USDT,1d,long,16592.4,15389.534716158689,18597.175473068855,18597.175473068855,target,12.08
2023-01-30 00:00:00,1675036800000,BTC/USDT,1d,short,22819.9,24029.33253353064,20804.179110782272,24029.33253353064,stop,-5.3
2023-02-17 00:00:00,1676592000000,BTC/USDT,1d,long,24581.5,23149.77054856937,26967.715752384385,23149.77054856937,stop,-5.82
2023-02-24 00:00:00,1677196800000,BTC/USDT,1d,short,23175.6,24667.5843251017,20688.959458163827,20688.959458163827,target,10.73
2023-03-14 00:00:00,1678752000000,BTC/USDT,1d,long,24682.5,22908.955060406373,27638.408232656042,27638.408232656042,target,11.98
2023-04-02 00:00:00,1680393600000,BTC/USDT,1d,short,28161.2,29993.70482436576,25107.025292723738,29993.70482436576,stop,-6.51
2023-04-17 00:00:00,1681689600000,BTC/USDT,1d,short,29420.0,30857.75386496759,27023.74355838735,27023.74355838735,target,8.14
